web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
,27/02/2023,11/06/2023,12/06/2023,149,149,Chambre Double Standard,,Hotel Villa Catarie,Guéthary,,23
,27/02/2023,11/06/2023,12/06/2023,87,87,Chambre Double Économique,,Hôtel d'Ossau,Laruns,,23
,27/02/2023,11/06/2023,12/06/2023,76,76,Chambre Lits Jumeaux Classique,,Best Western Continental Pau Centre,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,48,48,Chambre Triple,,ibis budget Pau Lescar,Lescar,,23
,27/02/2023,11/06/2023,12/06/2023,50,50,Chambre Triple Standard avec 1 Lit Double et 1 Lit Simple,,ibis budget Ciboure St-Jean-Luz,Ciboure,,23
,27/02/2023,11/06/2023,12/06/2023,135,127,Chambre Double Standard,,Hôtel & Espace Bien-être La Maison du Lierre,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,96,96,Chambre Lit King-Size Deluxe,,Carré Pau Airport Hôtel,Serres-Castet,,23
,27/02/2023,11/06/2023,12/06/2023,129,121,Chambre Confort ,,Hôtel Villa KOEGUI Bayonne,Bayonne,,23
,27/02/2023,11/06/2023,12/06/2023,214,201,Chambre Double Standard - Sans Vue,,Hôtel Le Windsor Biarritz,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,159,149,Chambre Double Deluxe,,Villa la Renaissance,Bayonne,,23
,27/02/2023,11/06/2023,12/06/2023,107,101,Petite Chambre Double,,Le Gamaritz,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,93,93,Chambre Lit Queen-Size Classique,,Best Western Kemaris,Biarritz,,23
,27/02/2023,11/06/2023,12/06/2023,226,226,Chambre Double,,Hôtel & Spa Madison Saint Jean de Luz,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,81,81,Chambre Double,,Hotel Bellevue,Hendaye,,23
,27/02/2023,11/06/2023,12/06/2023,116,116,Chambre Double,,Hotel Balea,Guéthary,,23
,27/02/2023,11/06/2023,12/06/2023,75,70,Chambre Double Standard,,Hotel De Gramont,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,90,84,Chambre Double Standard,,Hotel Cote Basque,Bayonne,,23
,27/02/2023,11/06/2023,12/06/2023,99,93,Chambre Double Standing,,Hôtel Le Roncevaux,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,98,98,Chambre Double,,Quality Hotel Pau Centre Bosquet,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,66,62,Petite Chambre Double ou Lits Jumeaux,,Gite Compostella,Saint-Jean-Pied-de-Port,,23
,27/02/2023,11/06/2023,12/06/2023,77,77,Chambre Double Sans Vue,,Hotel Agur Deneri,Ciboure,,23
,27/02/2023,11/06/2023,12/06/2023,60,56,Chambre Double,,Quick Palace Pau Zénith,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,93,87,Chambre Double Standard,,Hotel Le Relais Saint-Jacques,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,129,120,Chambre Lits Jumeaux,,Hotel Donibane,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,78,73,Chambre Lits Jumeaux,,Brit Hotel Confort Pau Lons,Lons,,23
,27/02/2023,11/06/2023,12/06/2023,66,66,Chambre Double,,Hôtel Camou,Uhart-Cize,,23
,27/02/2023,11/06/2023,12/06/2023,114,107,Chambre Standard Lit Queen-Size,,Fasthôtel Oloron Hostellerie du Paon Blanc,Lurbe-Saint-Christau,,23
,27/02/2023,11/06/2023,12/06/2023,85,79,Chambre Double,,Brit Hotel de Paris Saint-Jean-de-Luz,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,86,80,Chambre Double Classique,,Hotel Colbert,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,72,58,Chambre Double,,Cit'Hotel Atlantic Hotel,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,112,104,Chambre Double Standard,,Grand Hôtel de la Poste,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,146,136,Chambre Lit Queen-Size Classique,,"Hôtel Littéraire Jules Verne, BW Signature Collection","Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,87,87,Chambre Double,,Hotel Mendionde,Saint-Pée-sur-Nivelle,,23
,27/02/2023,11/06/2023,12/06/2023,58,58,Chambre Double,,B&B HOTEL Pau Lescar,Lescar,,23
,27/02/2023,11/06/2023,12/06/2023,123,123,Chambre Double,,Hôtel PALMITO,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,149,149,Chambre Double Standard,,Hotel Villa Catarie,Guéthary,,23
,27/02/2023,11/06/2023,12/06/2023,87,87,Chambre Double Économique,,Hôtel d'Ossau,Laruns,,23
,27/02/2023,11/06/2023,12/06/2023,76,76,Chambre Lits Jumeaux Classique,,Best Western Continental Pau Centre,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,48,48,Chambre Triple,,ibis budget Pau Lescar,Lescar,,23
,27/02/2023,11/06/2023,12/06/2023,50,50,Chambre Triple Standard avec 1 Lit Double et 1 Lit Simple,,ibis budget Ciboure St-Jean-Luz,Ciboure,,23
,27/02/2023,11/06/2023,12/06/2023,135,127,Chambre Double Standard,,Hôtel & Espace Bien-être La Maison du Lierre,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,96,96,Chambre Lit King-Size Deluxe,,Carré Pau Airport Hôtel,Serres-Castet,,23
,27/02/2023,11/06/2023,12/06/2023,129,121,Chambre Confort ,,Hôtel Villa KOEGUI Bayonne,Bayonne,,23
,27/02/2023,11/06/2023,12/06/2023,214,201,Chambre Double Standard - Sans Vue,,Hôtel Le Windsor Biarritz,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,159,149,Chambre Double Deluxe,,Villa la Renaissance,Bayonne,,23
,27/02/2023,11/06/2023,12/06/2023,107,101,Petite Chambre Double,,Le Gamaritz,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,93,93,Chambre Lit Queen-Size Classique,,Best Western Kemaris,Biarritz,,23
,27/02/2023,11/06/2023,12/06/2023,226,226,Chambre Double,,Hôtel & Spa Madison Saint Jean de Luz,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,81,81,Chambre Double,,Hotel Bellevue,Hendaye,,23
,27/02/2023,11/06/2023,12/06/2023,116,116,Chambre Double,,Hotel Balea,Guéthary,,23
,27/02/2023,11/06/2023,12/06/2023,75,70,Chambre Double Standard,,Hotel De Gramont,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,90,84,Chambre Double Standard,,Hotel Cote Basque,Bayonne,,23
,27/02/2023,11/06/2023,12/06/2023,99,93,Chambre Double Standing,,Hôtel Le Roncevaux,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,98,98,Chambre Double,,Quality Hotel Pau Centre Bosquet,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,66,62,Petite Chambre Double ou Lits Jumeaux,,Gite Compostella,Saint-Jean-Pied-de-Port,,23
,27/02/2023,11/06/2023,12/06/2023,77,77,Chambre Double Sans Vue,,Hotel Agur Deneri,Ciboure,,23
,27/02/2023,11/06/2023,12/06/2023,60,56,Chambre Double,,Quick Palace Pau Zénith,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,93,87,Chambre Double Standard,,Hotel Le Relais Saint-Jacques,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,129,120,Chambre Lits Jumeaux,,Hotel Donibane,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,78,73,Chambre Lits Jumeaux,,Brit Hotel Confort Pau Lons,Lons,,23
,27/02/2023,11/06/2023,12/06/2023,66,66,Chambre Double,,Hôtel Camou,Uhart-Cize,,23
,27/02/2023,11/06/2023,12/06/2023,114,107,Chambre Standard Lit Queen-Size,,Fasthôtel Oloron Hostellerie du Paon Blanc,Lurbe-Saint-Christau,,23
,27/02/2023,11/06/2023,12/06/2023,85,79,Chambre Double,,Brit Hotel de Paris Saint-Jean-de-Luz,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,86,80,Chambre Double Classique,,Hotel Colbert,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,72,58,Chambre Double,,Cit'Hotel Atlantic Hotel,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,112,104,Chambre Double Standard,,Grand Hôtel de la Poste,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,146,136,Chambre Lit Queen-Size Classique,,"Hôtel Littéraire Jules Verne, BW Signature Collection","Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,87,87,Chambre Double,,Hotel Mendionde,Saint-Pée-sur-Nivelle,,23
,27/02/2023,11/06/2023,12/06/2023,58,58,Chambre Double,,B&B HOTEL Pau Lescar,Lescar,,23
,27/02/2023,11/06/2023,12/06/2023,123,123,Chambre Double,,Hôtel PALMITO,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,149,149,Chambre Double Standard,,Hotel Villa Catarie,Guéthary,,23
,27/02/2023,11/06/2023,12/06/2023,87,87,Chambre Double Économique,,Hôtel d'Ossau,Laruns,,23
,27/02/2023,11/06/2023,12/06/2023,76,76,Chambre Lits Jumeaux Classique,,Best Western Continental Pau Centre,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,48,48,Chambre Triple,,ibis budget Pau Lescar,Lescar,,23
,27/02/2023,11/06/2023,12/06/2023,50,50,Chambre Triple Standard avec 1 Lit Double et 1 Lit Simple,,ibis budget Ciboure St-Jean-Luz,Ciboure,,23
,27/02/2023,11/06/2023,12/06/2023,135,127,Chambre Double Standard,,Hôtel & Espace Bien-être La Maison du Lierre,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,96,96,Chambre Lit King-Size Deluxe,,Carré Pau Airport Hôtel,Serres-Castet,,23
,27/02/2023,11/06/2023,12/06/2023,129,121,Chambre Confort ,,Hôtel Villa KOEGUI Bayonne,Bayonne,,23
,27/02/2023,11/06/2023,12/06/2023,214,201,Chambre Double Standard - Sans Vue,,Hôtel Le Windsor Biarritz,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,159,149,Chambre Double Deluxe,,Villa la Renaissance,Bayonne,,23
,27/02/2023,11/06/2023,12/06/2023,107,101,Petite Chambre Double,,Le Gamaritz,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,93,93,Chambre Lit Queen-Size Classique,,Best Western Kemaris,Biarritz,,23
,27/02/2023,11/06/2023,12/06/2023,226,226,Chambre Double,,Hôtel & Spa Madison Saint Jean de Luz,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,81,81,Chambre Double,,Hotel Bellevue,Hendaye,,23
,27/02/2023,11/06/2023,12/06/2023,116,116,Chambre Double,,Hotel Balea,Guéthary,,23
,27/02/2023,11/06/2023,12/06/2023,75,70,Chambre Double Standard,,Hotel De Gramont,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,90,84,Chambre Double Standard,,Hotel Cote Basque,Bayonne,,23
,27/02/2023,11/06/2023,12/06/2023,99,93,Chambre Double Standing,,Hôtel Le Roncevaux,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,98,98,Chambre Double,,Quality Hotel Pau Centre Bosquet,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,66,62,Petite Chambre Double ou Lits Jumeaux,,Gite Compostella,Saint-Jean-Pied-de-Port,,23
,27/02/2023,11/06/2023,12/06/2023,77,77,Chambre Double Sans Vue,,Hotel Agur Deneri,Ciboure,,23
,27/02/2023,11/06/2023,12/06/2023,60,56,Chambre Double,,Quick Palace Pau Zénith,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,93,87,Chambre Double Standard,,Hotel Le Relais Saint-Jacques,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,129,120,Chambre Lits Jumeaux,,Hotel Donibane,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,78,73,Chambre Lits Jumeaux,,Brit Hotel Confort Pau Lons,Lons,,23
,27/02/2023,11/06/2023,12/06/2023,66,66,Chambre Double,,Hôtel Camou,Uhart-Cize,,23
,27/02/2023,11/06/2023,12/06/2023,114,107,Chambre Standard Lit Queen-Size,,Fasthôtel Oloron Hostellerie du Paon Blanc,Lurbe-Saint-Christau,,23
,27/02/2023,11/06/2023,12/06/2023,85,79,Chambre Double,,Brit Hotel de Paris Saint-Jean-de-Luz,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,86,80,Chambre Double Classique,,Hotel Colbert,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,72,58,Chambre Double,,Cit'Hotel Atlantic Hotel,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,112,104,Chambre Double Standard,,Grand Hôtel de la Poste,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,146,136,Chambre Lit Queen-Size Classique,,"Hôtel Littéraire Jules Verne, BW Signature Collection","Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,87,87,Chambre Double,,Hotel Mendionde,Saint-Pée-sur-Nivelle,,23
,27/02/2023,11/06/2023,12/06/2023,58,58,Chambre Double,,B&B HOTEL Pau Lescar,Lescar,,23
,27/02/2023,11/06/2023,12/06/2023,123,123,Chambre Double,,Hôtel PALMITO,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,149,149,Chambre Double Standard,,Hotel Villa Catarie,Guéthary,,23
,27/02/2023,11/06/2023,12/06/2023,87,87,Chambre Double Économique,,Hôtel d'Ossau,Laruns,,23
,27/02/2023,11/06/2023,12/06/2023,76,76,Chambre Lits Jumeaux Classique,,Best Western Continental Pau Centre,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,48,48,Chambre Triple,,ibis budget Pau Lescar,Lescar,,23
,27/02/2023,11/06/2023,12/06/2023,50,50,Chambre Triple Standard avec 1 Lit Double et 1 Lit Simple,,ibis budget Ciboure St-Jean-Luz,Ciboure,,23
,27/02/2023,11/06/2023,12/06/2023,135,127,Chambre Double Standard,,Hôtel & Espace Bien-être La Maison du Lierre,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,96,96,Chambre Lit King-Size Deluxe,,Carré Pau Airport Hôtel,Serres-Castet,,23
,27/02/2023,11/06/2023,12/06/2023,129,121,Chambre Confort ,,Hôtel Villa KOEGUI Bayonne,Bayonne,,23
,27/02/2023,11/06/2023,12/06/2023,214,201,Chambre Double Standard - Sans Vue,,Hôtel Le Windsor Biarritz,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,159,149,Chambre Double Deluxe,,Villa la Renaissance,Bayonne,,23
,27/02/2023,11/06/2023,12/06/2023,107,101,Petite Chambre Double,,Le Gamaritz,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,93,93,Chambre Lit Queen-Size Classique,,Best Western Kemaris,Biarritz,,23
,27/02/2023,11/06/2023,12/06/2023,226,226,Chambre Double,,Hôtel & Spa Madison Saint Jean de Luz,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,81,81,Chambre Double,,Hotel Bellevue,Hendaye,,23
,27/02/2023,11/06/2023,12/06/2023,116,116,Chambre Double,,Hotel Balea,Guéthary,,23
,27/02/2023,11/06/2023,12/06/2023,75,70,Chambre Double Standard,,Hotel De Gramont,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,90,84,Chambre Double Standard,,Hotel Cote Basque,Bayonne,,23
,27/02/2023,11/06/2023,12/06/2023,99,93,Chambre Double Standing,,Hôtel Le Roncevaux,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,98,98,Chambre Double,,Quality Hotel Pau Centre Bosquet,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,66,62,Petite Chambre Double ou Lits Jumeaux,,Gite Compostella,Saint-Jean-Pied-de-Port,,23
,27/02/2023,11/06/2023,12/06/2023,77,77,Chambre Double Sans Vue,,Hotel Agur Deneri,Ciboure,,23
,27/02/2023,11/06/2023,12/06/2023,60,56,Chambre Double,,Quick Palace Pau Zénith,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,93,87,Chambre Double Standard,,Hotel Le Relais Saint-Jacques,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,129,120,Chambre Lits Jumeaux,,Hotel Donibane,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,78,73,Chambre Lits Jumeaux,,Brit Hotel Confort Pau Lons,Lons,,23
,27/02/2023,11/06/2023,12/06/2023,66,66,Chambre Double,,Hôtel Camou,Uhart-Cize,,23
,27/02/2023,11/06/2023,12/06/2023,114,107,Chambre Standard Lit Queen-Size,,Fasthôtel Oloron Hostellerie du Paon Blanc,Lurbe-Saint-Christau,,23
,27/02/2023,11/06/2023,12/06/2023,85,79,Chambre Double,,Brit Hotel de Paris Saint-Jean-de-Luz,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,86,80,Chambre Double Classique,,Hotel Colbert,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,72,58,Chambre Double,,Cit'Hotel Atlantic Hotel,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,112,104,Chambre Double Standard,,Grand Hôtel de la Poste,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,146,136,Chambre Lit Queen-Size Classique,,"Hôtel Littéraire Jules Verne, BW Signature Collection","Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,87,87,Chambre Double,,Hotel Mendionde,Saint-Pée-sur-Nivelle,,23
,27/02/2023,11/06/2023,12/06/2023,58,58,Chambre Double,,B&B HOTEL Pau Lescar,Lescar,,23
,27/02/2023,11/06/2023,12/06/2023,123,123,Chambre Double,,Hôtel PALMITO,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,149,149,Chambre Double Standard,,Hotel Villa Catarie,Guéthary,,23
,27/02/2023,11/06/2023,12/06/2023,87,87,Chambre Double Économique,,Hôtel d'Ossau,Laruns,,23
,27/02/2023,11/06/2023,12/06/2023,76,76,Chambre Lits Jumeaux Classique,,Best Western Continental Pau Centre,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,48,48,Chambre Triple,,ibis budget Pau Lescar,Lescar,,23
,27/02/2023,11/06/2023,12/06/2023,50,50,Chambre Triple Standard avec 1 Lit Double et 1 Lit Simple,,ibis budget Ciboure St-Jean-Luz,Ciboure,,23
,27/02/2023,11/06/2023,12/06/2023,135,127,Chambre Double Standard,,Hôtel & Espace Bien-être La Maison du Lierre,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,96,96,Chambre Lit King-Size Deluxe,,Carré Pau Airport Hôtel,Serres-Castet,,23
,27/02/2023,11/06/2023,12/06/2023,129,121,Chambre Confort ,,Hôtel Villa KOEGUI Bayonne,Bayonne,,23
,27/02/2023,11/06/2023,12/06/2023,214,201,Chambre Double Standard - Sans Vue,,Hôtel Le Windsor Biarritz,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,159,149,Chambre Double Deluxe,,Villa la Renaissance,Bayonne,,23
,27/02/2023,11/06/2023,12/06/2023,107,101,Petite Chambre Double,,Le Gamaritz,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,93,93,Chambre Lit Queen-Size Classique,,Best Western Kemaris,Biarritz,,23
,27/02/2023,11/06/2023,12/06/2023,226,226,Chambre Double,,Hôtel & Spa Madison Saint Jean de Luz,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,81,81,Chambre Double,,Hotel Bellevue,Hendaye,,23
,27/02/2023,11/06/2023,12/06/2023,116,116,Chambre Double,,Hotel Balea,Guéthary,,23
,27/02/2023,11/06/2023,12/06/2023,75,70,Chambre Double Standard,,Hotel De Gramont,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,90,84,Chambre Double Standard,,Hotel Cote Basque,Bayonne,,23
,27/02/2023,11/06/2023,12/06/2023,99,93,Chambre Double Standing,,Hôtel Le Roncevaux,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,98,98,Chambre Double,,Quality Hotel Pau Centre Bosquet,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,66,62,Petite Chambre Double ou Lits Jumeaux,,Gite Compostella,Saint-Jean-Pied-de-Port,,23
,27/02/2023,11/06/2023,12/06/2023,77,77,Chambre Double Sans Vue,,Hotel Agur Deneri,Ciboure,,23
,27/02/2023,11/06/2023,12/06/2023,60,56,Chambre Double,,Quick Palace Pau Zénith,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,93,87,Chambre Double Standard,,Hotel Le Relais Saint-Jacques,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,129,120,Chambre Lits Jumeaux,,Hotel Donibane,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,78,73,Chambre Lits Jumeaux,,Brit Hotel Confort Pau Lons,Lons,,23
,27/02/2023,11/06/2023,12/06/2023,66,66,Chambre Double,,Hôtel Camou,Uhart-Cize,,23
,27/02/2023,11/06/2023,12/06/2023,114,107,Chambre Standard Lit Queen-Size,,Fasthôtel Oloron Hostellerie du Paon Blanc,Lurbe-Saint-Christau,,23
,27/02/2023,11/06/2023,12/06/2023,85,79,Chambre Double,,Brit Hotel de Paris Saint-Jean-de-Luz,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,86,80,Chambre Double Classique,,Hotel Colbert,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,72,58,Chambre Double,,Cit'Hotel Atlantic Hotel,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,112,104,Chambre Double Standard,,Grand Hôtel de la Poste,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,146,136,Chambre Lit Queen-Size Classique,,"Hôtel Littéraire Jules Verne, BW Signature Collection","Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,87,87,Chambre Double,,Hotel Mendionde,Saint-Pée-sur-Nivelle,,23
,27/02/2023,11/06/2023,12/06/2023,58,58,Chambre Double,,B&B HOTEL Pau Lescar,Lescar,,23
,27/02/2023,11/06/2023,12/06/2023,123,123,Chambre Double,,Hôtel PALMITO,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,149,149,Chambre Double Standard,,Hotel Villa Catarie,Guéthary,,23
,27/02/2023,11/06/2023,12/06/2023,87,87,Chambre Double Économique,,Hôtel d'Ossau,Laruns,,23
,27/02/2023,11/06/2023,12/06/2023,76,76,Chambre Lits Jumeaux Classique,,Best Western Continental Pau Centre,Pau,,23
,27/02/2023,11/06/2023,12/06/2023,48,48,Chambre Triple,,ibis budget Pau Lescar,Lescar,,23
,27/02/2023,11/06/2023,12/06/2023,50,50,Chambre Triple Standard avec 1 Lit Double et 1 Lit Simple,,ibis budget Ciboure St-Jean-Luz,Ciboure,,23
,27/02/2023,11/06/2023,12/06/2023,135,127,Chambre Double Standard,,Hôtel & Espace Bien-être La Maison du Lierre,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,96,96,Chambre Lit King-Size Deluxe,,Carré Pau Airport Hôtel,Serres-Castet,,23
,27/02/2023,11/06/2023,12/06/2023,129,121,Chambre Confort ,,Hôtel Villa KOEGUI Bayonne,Bayonne,,23
,27/02/2023,11/06/2023,12/06/2023,214,201,Chambre Double Standard - Sans Vue,,Hôtel Le Windsor Biarritz,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,159,149,Chambre Double Deluxe,,Villa la Renaissance,Bayonne,,23
,27/02/2023,11/06/2023,12/06/2023,107,101,Petite Chambre Double,,Le Gamaritz,"Centre de Biarritz, Biarritz",,23
,27/02/2023,11/06/2023,12/06/2023,93,93,Chambre Lit Queen-Size Classique,,Best Western Kemaris,Biarritz,,23
,27/02/2023,11/06/2023,12/06/2023,226,226,Chambre Double,,Hôtel & Spa Madison Saint Jean de Luz,Saint-Jean-de-Luz,,23
,27/02/2023,11/06/2023,12/06/2023,91,91,Chambre Double ou Lits Jumeaux,,Hôtel Paradis,Lourdes,,23
