web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1691448380-1,03/04/2023,24/04/2023,25/04/2023,122,122,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,17
1691448380-2,03/04/2023,24/04/2023,25/04/2023,90,90,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,17
1691448380-3,03/04/2023,24/04/2023,25/04/2023,82,82,Chambre Double,,Auberge de Costaroche,Albertville,,17
1691448380-4,03/04/2023,24/04/2023,25/04/2023,166,166,Chambre Double Supérieure,,Hotel Million,Albertville,,17
1691448380-5,03/04/2023,24/04/2023,25/04/2023,138,138,Chambre Double Standard,,Au Coin Du Feu,Megève,,17
1691448380-6,03/04/2023,24/04/2023,25/04/2023,109,109,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,17
1691448380-7,03/04/2023,24/04/2023,25/04/2023,58,58,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,17
1691448380-8,03/04/2023,24/04/2023,25/04/2023,141,141,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,17
1691448380-9,03/04/2023,24/04/2023,25/04/2023,93,93,Chambre Double,,Albert 1er,Albertville,,17
1691448380-10,03/04/2023,24/04/2023,25/04/2023,100,100,Chambre Double avec Salle de Bains Privative,,Hôtel Flor'Alpes,La Giettaz,,17
1691448380-11,03/04/2023,24/04/2023,25/04/2023,202,202,Chambre Double Confort,,Coeur de Megève,Megève,,17
1691448380-12,03/04/2023,24/04/2023,25/04/2023,86,86,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,17
1691448380-13,03/04/2023,24/04/2023,25/04/2023,50,50,Chambre Lits Jumeaux,,Fasthotel Albertville,Albertville,,17
1691448380-14,03/04/2023,24/04/2023,25/04/2023,65,65,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,17
1691448380-15,03/04/2023,24/04/2023,25/04/2023,353,353,Chambre Double Deluxe avec Balcon,,Magic Megève Bois,Demi-Quartier,,17
1691448380-16,03/04/2023,24/04/2023,25/04/2023,93,93,Chambre Double Standard,,Brit Hotel Florimont,Saint-Ferréol,,17
1691448380-17,03/04/2023,24/04/2023,25/04/2023,178,178,Chambre Double ou Lits Jumeaux Supérieure avec Terrasse,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,17
1691448380-18,03/04/2023,24/04/2023,25/04/2023,79,79,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,17
1691448380-19,03/04/2023,24/04/2023,25/04/2023,112,112,Chambre Double Classique,,Hotel Du Parc - Manoir Du Baron Blanc,Faverges,,17
1691448380-20,03/04/2023,24/04/2023,25/04/2023,66,66,Chambre Double Économique,,Hotel La Montagne,La Clusaz,,17
1691448380-21,03/04/2023,24/04/2023,25/04/2023,177,177,Chambre Lits Jumeaux,,Hotel Beauregard,La Clusaz,,17
1691448380-22,03/04/2023,24/04/2023,25/04/2023,67,67,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,17
1691448380-23,03/04/2023,24/04/2023,25/04/2023,78,78,Chambre Double Économique,,Hotel Christiania,La Clusaz,,17
1691448380-24,03/04/2023,24/04/2023,25/04/2023,160,160,Chambre Double Supérieure,,Les Roches Fleuries,Cordon,,17
1691448380-25,03/04/2023,24/04/2023,25/04/2023,197,197,Chambre Lits Jumeaux,,La Ferme,La Clusaz,,17
1691448380-26,03/04/2023,24/04/2023,25/04/2023,122,122,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,17
1691448380-27,03/04/2023,24/04/2023,25/04/2023,90,90,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,17
1691448380-28,03/04/2023,24/04/2023,25/04/2023,82,82,Chambre Double,,Auberge de Costaroche,Albertville,,17
1691448380-29,03/04/2023,24/04/2023,25/04/2023,166,166,Chambre Double Supérieure,,Hotel Million,Albertville,,17
1691448380-30,03/04/2023,24/04/2023,25/04/2023,138,138,Chambre Double Standard,,Au Coin Du Feu,Megève,,17
1691448380-31,03/04/2023,24/04/2023,25/04/2023,109,109,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,17
1691448380-32,03/04/2023,24/04/2023,25/04/2023,58,58,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,17
